source_id,provider,source_type,source_url,study_report_inventory_status
WIC,Worldwide Influenza Centre at The Francis Crick Institute,Annual and interim reports,https://www.crick.ac.uk/research/platforms-and-facilities/worldwide-influenza-centre/annual-and-interim-reports,Pending author confirmation of exact reports and versions
